features,label,prediction
"[47.0,120.0,12.0]",78,32.654521823512376
"[60.0,94.0,615.0]",24,102.45821067438123
"[221.0,24.0,60.0]",665,44.43557971686813
"[601.0,124.0,12.0]",720,85.55073149375185
"[78.0,720.0,601.0]",12,170.18521476364015
"[26.0,30.0,12.0]",97,20.93551023876914
"[97.0,26.0,30.0]",40,29.357598440938975
"[1.0,762.0,672.0]",12,175.83916503046575
"[36.0,1026.0,12.0]",60,129.56464466204656
"[38.0,18.0,60.0]",36,26.45680824310471
"[16.0,49.0,36.0]",12,24.883825489492388
"[72.0,12.0,16.0]",12,23.81916635714675
"[72.0,73.0,12.0]",24,29.94063372283226
"[9.0,156.0,24.0]",5,34.368619082486624
"[624.0,5.0,9.0]",48,74.50805068768246
"[48.0,624.0,5.0]",12,86.4103119637869
"[17.0,24.0,114.0]",3,31.509356107726255
"[3.0,17.0,24.0]",50,18.77249108885106
"[150.0,48.0,50.0]",12,39.12282908547945
"[12.0,12.0,150.0]",24,34.000187060745404
"[12.0,24.0,12.0]",24,18.96102390750523
"[24.0,12.0,24.0]",12,20.220616274267137
"[48.0,3.0,93.0]",13,29.68865195991494
"[13.0,48.0,3.0]",24,20.585047658448683
"[12.0,48.0,126.0]",40,35.051175341406235
"[40.0,12.0,48.0]",12,24.576951959355647
"[24.0,12.0,40.0]",45,22.114707668744316
"[14.0,2.0,24.0]",14,18.192471216637895
"[84.0,36.0,16.0]",26,27.55031555042737
"[87.0,26.0,84.0]",5,34.80315777644151
"[15.0,48.0,24.0]",36,23.26044243787158
"[2.0,3.0,27.0]",9,17.519329001749945
"[12.0,1.0,61.0]",24,22.27504314851766
"[113.0,84.0,2.0]",14,33.82878352725007
"[2.0,2.0,84.0]",1,24.15891500089778
"[54.0,1.0,2.0]",5,19.267977438986478
"[1.0,1.0,1.0]",1,14.130501386284468
"[6.0,50.0,1.0]",6,19.90161603689272
"[6.0,6.0,1.0]",1,15.144573915099087
"[2.0,2.0,1.0]",8,14.333315892047393
"[8.0,2.0,2.0]",6,15.019896076716993
"[6.0,6.0,1.0]",7,15.144573915099087
"[7.0,6.0,6.0]",51,15.831177387959004
"[51.0,7.0,6.0]",6,20.106088113411154
"[5.0,1.0,5.0]",8,14.98282388324695
"[8.0,5.0,1.0]",6,15.225859145593553
"[3.0,51.0,2.0]",12,19.844011606467284
"[12.0,1.0,1.0]",2,15.172200419228224
"[2.0,12.0,1.0]",7,15.414461828818672
"[3.0,1.0,7.0]",1,15.030185483385004
"[2.0,2.0,1.0]",2,14.333315892047393
"[1.0,6.0,2.0]",1,14.789455066824932
"[1.0,1.0,6.0]",3,14.722404947058589
"[1.0,6.0,9.0]",1,15.6181200519087
"[1.0,1.0,6.0]",7,14.722404947058589
"[1.0,8.0,6.0]",1,15.479207102798485
"[1.0,1.0,1.0]",6,14.130501386284468
"[7.0,12.0,14.0]",3,17.426910647260364
"[2.0,1.0,3.0]",6,14.461962722679912
"[12.0,2.0,6.0]",4,15.872218573679472
"[1.0,6.0,4.0]",1,15.02621649113458
"[1.0,1.0,6.0]",1,14.722404947058589
"[4.0,1.0,1.0]",2,14.414601122541857
"[1.0,2.0,2.0]",1,14.356996692116422
"[1.0,1.0,2.0]",1,14.248882098439292
"[4.0,29.0,14.0]",2,18.98075900351415
"[4.0,2.0,4.0]",7,14.877857852683457
"[7.0,6.0,7.0]",12,15.949558100113828
"[6.0,1.0,12.0]",34,15.906188780416512
"[3.0,1.0,7.0]",4,15.030185483385004
"[4.0,3.0,1.0]",6,14.630830309896112
"[3.0,25.0,6.0]",9,17.50655501948125
"[5.0,9.0,3.0]",1,15.610979208354324
"[14.0,128.0,60.0]",10,36.076615657529686
"[10.0,14.0,128.0]",9,31.42264075652194
"[2.0,1.0,1.0]",4,14.225201298370266
"[9.0,4.0,2.0]",1,15.330825176157045
"[7.0,1.0,9.0]",62,15.645746556037835
"[8.0,62.0,6.0]",4,21.980294545963964
"[11.0,4.0,8.0]",6,16.23050927325758
"[9.0,6.0,11.0]",4,16.612480772904718
"[62.0,5.0,6.0]",4,20.931557959000656
"[4.0,62.0,5.0]",1,21.483114185465958
"[2.0,1.0,4.0]",7,14.580343434834736
"[9.0,4.0,2.0]",10,15.330825176157045
"[4.0,4.0,4.0]",15,15.094087040037712
"[13.0,31.0,6.0]",73,19.10224170240198
"[15.0,5.0,1.0]",3,15.888758530194124
"[6.0,4.0,27.0]",1,18.006243243770257
"[18.0,6.0,3.0]",6,16.517734284438287
"[6.0,60.0,18.0]",3,22.995234080296008
"[7.0,3.0,6.0]",8,15.50683360692762
"[30.0,20.0,19.0]",3,21.061828935424813
"[3.0,1.0,128.0]",13,29.354251654118706
"[4.0,42.0,61.0]",61,25.95014219259354
"[61.0,4.0,42.0]",25,24.990449090811392
"[14.0,13.0,63.0]",21,23.998579521124437
"[15.0,6.0,21.0]",4,18.36448736696773
"[50.0,12.0,63.0]",24,27.299661762535962
"[36.0,66.0,6.0]",4,25.064350459074767
"[11.0,39.0,3.0]",3,19.42261649118294
"[26.0,5.0,6.0]",34,17.522361123912
"[54.0,1.0,2.0]",2,19.267977438986478
"[65.0,2.0,54.0]",12,26.57358809765821
"[1.0,3.0,25.0]",2,17.1878676653545
"[4.0,67.0,24.0]",6,24.272920684793256
"[6.0,4.0,67.0]",1,22.741471729963216
"[1.0,3.0,1.0]",26,14.346730573638725
"[26.0,1.0,3.0]",36,16.734760612739016
"[3.0,4.0,1.0]",4,14.644244991487444
"[1.0,2.0,3.0]",2,14.475377404271244
"[6.0,4.0,2.0]",7,15.046725439899657
"[6.0,12.0,3.0]",7,16.030022901471504
"[1.0,7.0,6.0]",4,15.371092509121356
"[60.0,3.0,1.0]",6,19.93402538670069
"[1.0,3.0,3.0]",2,14.583491997948373
"[12.0,72.0,4.0]",12,23.203478706768784
"[3.0,2.0,1.0]",6,14.428015804133189
"[3.0,2.0,1.0]",51,14.428015804133189
"[9.0,51.0,3.0]",6,20.53059179113688
"[1.0,6.0,1.0]",4,14.67107435467011
"[3.0,4.0,1.0]",6,14.644244991487444
"[12.0,2.0,1.0]",2,15.280315012905351
"[1.0,2.0,29.0]",1,17.553275920296667
"[2.0,3.0,6.0]",3,15.033334046498641
"[3.0,2.0,8.0]",1,15.256680789216956
"[1.0,3.0,2.0]",4,14.465111285793549
"[6.0,4.0,1.0]",13,14.928344727744832
"[2.0,2.0,1.0]",1,14.333315892047393
"[1.0,2.0,2.0]",2,14.356996692116422
"[2.0,1.0,2.0]",1,14.343582010525088
"[3.0,1.0,3.0]",7,14.556662634765708
"[1.0,2.0,5.0]",1,14.712138828580892
"[4.0,2.0,2.0]",2,14.641096428373809
"[4.0,2.0,3.0]",1,14.759477140528633
"[2.0,3.0,33.0]",6,18.229613274678886
"[20.0,4.0,1.0]",2,16.254143496945975
"[1.0,4.0,1.0]",1,14.454845167315852
"[1.0,2.0,1.0]",1,14.238615979961597
"[2.0,1.0,1.0]",1,14.225201298370266
"[1.0,2.0,10.0]",4,15.304042389355013
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,4.0,6.0]",1,15.046748728089973
"[1.0,1.0,4.0]",4,14.48564352274894
"[4.0,4.0,2.0]",1,14.857325615728065
"[1.0,4.0,4.0]",1,14.809987303780325
"[8.0,1.0,1.0]",1,14.793400770885041
"[1.0,1.0,8.0]",1,14.959166371368237
"[1.0,1.0,1.0]",6,14.130501386284468
"[6.0,1.0,1.0]",4,14.604000946713448
"[4.0,4.0,4.0]",4,15.094087040037712
"[1.0,4.0,4.0]",4,14.809987303780325
"[5.0,4.0,1.0]",1,14.833644815659037
"[60.0,4.0,8.0]",2,20.87080496546158
"[12.0,2.0,4.0]",4,15.635457149369824
"[2.0,4.0,4.0]",1,14.90468721586612
"[1.0,2.0,48.0]",2,19.802509451238322
"[288.0,36.0,12.0]",12,46.39557476731045
"[96.0,2.0,24.0]",48,25.957864007673166
"[48.0,12.0,24.0]",12,22.49341416432624
"[72.0,96.0,30.0]",96,34.55812219619303
"[96.0,72.0,96.0]",300,42.04929684021945
"[12.0,24.0,48.0]",24,23.22272954507889
"[24.0,12.0,24.0]",48,20.220616274267137
"[25.0,168.0,120.0]",2,48.54574116684799
"[2.0,25.0,168.0]",24,36.58953047647694
"[24.0,2.0,25.0]",40,19.25785104965068
"[40.0,24.0,2.0]",50,20.42881432435928
"[12.0,24.0,4.0]",24,18.01397821026664
"[24.0,88.0,6.0]",1,26.306472574942028
"[24.0,48.0,24.0]",96,24.11274164664374
"[24.0,24.0,24.0]",25,21.51799139839267
"[1000.0,60.0,1.0]",10,115.11447458694516
"[12.0,20.0,20.0]",20,19.475611230035312
"[1.0,10.0,20.0]",20,17.352766260320276
"[20.0,10.0,10.0]",3020,17.968257468402157
"[4.0,500.0,10.0]",61,69.42920977682213
"[10.0,61.0,4.0]",60,21.82481835214878
"[10.0,10.0,10.0]",283,17.0212583475442
"[400.0,283.0,10.0]",1,83.46950813486056
"[12.0,30.0,1.0]",20,18.307523635864936
"[20.0,12.0,30.0]",10,20.552100898852895
"[10.0,4.0,10.0]",10,16.372570785481432
"[10.0,10.0,10.0]",10,17.0212583475442
"[10.0,3.0,10.0]",10,16.264456191804303
"[20.0,10.0,10.0]",22,17.968257468402157
"[20.0,50.0,22.0]",60,23.71340976134517
"[60.0,20.0,50.0]",20,27.572628374798235
"[30.0,10.0,10.0]",2,18.915256589260117
"[10.0,2.0,30.0]",10,18.523955841223653
"[10.0,10.0,2.0]",10,16.074212650305608
"[1.0,10.0,10.0]",10,16.168959138772035
"[4.0,10.0,1.0]",30,15.387632465636008
"[30.0,4.0,10.0]",20,18.266569027197352
"[10.0,10.0,20.0]",10,18.20506546909244
"[10.0,10.0,10.0]",10,17.0212583475442
"[10.0,10.0,10.0]",10,17.0212583475442
"[40.0,10.0,10.0]",10,19.862255710118077
"[3.0,27.0,25.0]",2,19.972017737777165
"[24.0,2.0,96.0]",50,27.66288161264318
"[1.0,24.0,24.0]",48,19.339893420419365
"[24.0,24.0,24.0]",24,21.51799139839267
"[24.0,48.0,25.0]",48,24.231122358798565
"[7.0,1.0,24.0]",48,17.421457238360198
"[10.0,24.0,48.0]",25,23.033329720907304
"[1.0,24.0,1.0]",24,16.617137040858413
"[1.0,24.0,1.0]",1,16.617137040858413
"[36.0,2.0,72.0]",108,25.958143465956958
"[2.0,72.0,36.0]",36,26.04466237486519
"[108.0,4.0,2.0]",36,24.706116472650844
"[50.0,50.0,75.0]",25,32.828584868124715
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,50.0,25.0]",25,24.542051458238618
"[25.0,75.0,50.0]",75,30.204434104037414
"[25.0,25.0,100.0]",25,30.717740027922215
"[25.0,100.0,25.0]",25,29.947781142095018
"[50.0,25.0,25.0]",75,24.206684418455318
"[50.0,75.0,50.0]",25,32.571931906182314
"[50.0,25.0,25.0]",475,24.206684418455318
"[50.0,475.0,50.0]",25,75.81776937703351
"[50.0,50.0,25.0]",50,26.909549260383514
"[75.0,25.0,50.0]",25,29.533700024470818
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,50.0,25.0]",75,24.542051458238618
"[50.0,75.0,25.0]",25,29.612414102311718
"[625.0,50.0,25.0]",50,81.36199870971619
"[50.0,50.0,625.0]",25,97.93797655327789
"[50.0,25.0,25.0]",50,24.206684418455318
"[50.0,75.0,50.0]",25,32.571931906182314
"[25.0,25.0,50.0]",25,24.798704420181018
"[25.0,50.0,25.0]",25,24.542051458238618
"[75.0,25.0,25.0]",25,26.574182220600214
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,50.0,50.0]",50,27.501569262109218
"[25.0,100.0,25.0]",25,29.947781142095018
"[50.0,25.0,25.0]",25,24.206684418455318
"[25.0,50.0,25.0]",25,24.542051458238618
"[25.0,75.0,25.0]",25,27.244916300166814
"[25.0,25.0,75.0]",25,27.758222224051615
"[25.0,50.0,25.0]",25,24.542051458238618
"[25.0,25.0,25.0]",50,21.839186616310418
"[25.0,50.0,25.0]",50,24.542051458238618
"[25.0,50.0,50.0]",25,27.501569262109218
"[50.0,25.0,25.0]",50,24.206684418455318
"[50.0,25.0,50.0]",25,27.166202222325914
"[75.0,25.0,25.0]",50,26.574182220600214
"[25.0,50.0,25.0]",50,24.542051458238618
"[25.0,25.0,50.0]",25,24.798704420181018
"[25.0,25.0,25.0]",50,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[75.0,25.0,50.0]",100,29.533700024470818
"[25.0,25.0,25.0]",50,21.839186616310418
"[50.0,125.0,25.0]",25,35.01814378616812
"[25.0,50.0,125.0]",50,36.38012267372102
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,50.0]",25,24.798704420181018
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,50.0]",50,24.798704420181018
"[50.0,75.0,25.0]",25,29.612414102311718
"[50.0,25.0,25.0]",25,24.206684418455318
"[50.0,50.0,25.0]",25,26.909549260383514
"[25.0,50.0,25.0]",25,24.542051458238618
"[25.0,25.0,250.0]",25,48.47484685114581
"[50.0,50.0,50.0]",25,29.869067064254114
"[25.0,50.0,50.0]",50,27.501569262109218
"[75.0,50.0,25.0]",25,29.277047062528418
"[25.0,50.0,25.0]",25,24.542051458238618
"[25.0,25.0,50.0]",25,24.798704420181018
"[25.0,25.0,25.0]",75,21.839186616310418
"[25.0,75.0,25.0]",50,27.244916300166814
"[25.0,25.0,50.0]",25,24.798704420181018
"[50.0,50.0,25.0]",25,26.909549260383514
"[50.0,25.0,75.0]",25,30.125720026196515
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",50,21.839186616310418
"[25.0,25.0,50.0]",50,24.798704420181018
"[100.0,25.0,50.0]",25,31.901197826615714
"[450.0,25.0,25.0]",125,62.0866492527737
"[25.0,25.0,125.0]",75,33.677257831792815
"[25.0,25.0,25.0]",75,21.839186616310418
"[1.0,24.0,24.0]",12,19.339893420419365
"[2.0,2.0,7.0]",25,15.043600164976336
"[25.0,35.0,25.0]",25,22.9203325530817
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[25.0,25.0,25.0]",25,21.839186616310418
"[5.0,23.0,10.0]",80,17.953248504917884
"[160.0,80.0,5.0]",5,38.202363157038434
"[5.0,160.0,80.0]",5,41.0515976895221
"[1610.0,5.0,5.0]",25,167.408641155658
"[6.0,25.0,1610.0]",80,207.67331705207627
"[15.0,15.0,5.0]",80,17.4434273155847
"[80.0,15.0,15.0]",50,24.782728722709678
"[50.0,80.0,15.0]",80,28.969179949149115
"[80.0,50.0,80.0]",10,36.261485791472715
"[1.0,5.0,5.0]",5,15.036482609612277
"[80.0,240.0,80.0]",80,56.80325859012703
"[80.0,95.0,80.0]",5,41.12664250694347
"[5.0,5.0,80.0]",80,24.293835669567258
"[80.0,80.0,80.0]",80,39.50492360178656
"[80.0,80.0,80.0]",80,39.50492360178656
"[160.0,80.0,80.0]",80,47.080916568650224
"[80.0,160.0,80.0]",160,48.15409109595679
"[160.0,80.0,5.0]",5,38.202363157038434
"[240.0,1.0,5.0]",80,37.237303223409
"[15.0,5.0,85.0]",5,25.83273835119934
"[15.0,5.0,90.0]",80,26.424641911973456
"[12.0,2.0,24.0]",1,18.003071392466303
"[1.0,12.0,2.0]",12,15.4381426288877
"[48.0,108.0,12.0]",50,31.451846611472636
"[48.0,48.0,48.0]",2,29.22667662841862
"[49.0,17.0,24.0]",18,23.128687044797672
"[7.0,48.0,3.0]",1,20.016848185933906
"[1.0,7.0,48.0]",1,20.34308241962396
"[1.0,1.0,7.0]",48,14.840785659213413
"[1.0,48.0,1.0]",48,19.211887289109484
"[96.0,96.0,48.0]",96,38.96177290503897
"[24.0,96.0,96.0]",1,37.825653418293214
"[49.0,288.0,7.0]",4,50.41526982466735
"[53.0,2.0,1.0]",2,19.16301140842299
"[5.0,2.0,53.0]",2,20.773212660355625
"[48.0,48.0,14.0]",1,25.201732415154602
"[1.0,48.0,48.0]",34,24.775780760386212
"[2.0,34.0,1.0]",2,17.79298288971549
"[48.0,2.0,1.0]",15,18.689511847994005
"[1.0,1.0,15.0]",1,15.787831356452005
"[28.0,4.0,60.0]",30,23.996204810766955
"[30.0,28.0,4.0]",4,20.151035002519478
"[2.0,20.0,30.0]",18,19.71241923072559
"[9.0,60.0,2.0]",60,21.38524242207621
"[5.0,29.0,4.0]",13,17.891651794051707
"[28.0,13.0,5.0]",30,18.45829698534579
"[30.0,28.0,13.0]",22,21.216461411912896
"[1.0,1.0,60.0]",83,21.114963403419083
"[240.0,120.0,4.0]",120,49.98455915883241
"[18.0,30.0,60.0]",8,25.860185125514324
"[60.0,1.0,8.0]",60,20.5464611844302
"[2.0,60.0,60.0]",2,27.58842434245543
"[2.0,23.0,10.0]",5,17.669148768660495
"[9.0,5.0,2.0]",20,15.438939769834173
"[2.0,4.0,5.0]",26,15.023067928020945
"[3.0,80.0,26.0]",2,25.82047191481977
"[2.0,1.0,24.0]",2,16.947957677931214
"[13.0,30.0,5.0]",3,18.87574639657003
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,1.0,1.0]",1,14.130501386284468
"[10.0,1.0,1.0]",1,14.982800595056633
"[3.0,12.0,36.0]",2,19.652486666323306
"[4.0,1.0,1.0]",2,14.414601122541857
"[1.0,2.0,2.0]",3,14.356996692116422
"[2.0,1.0,6.0]",1,14.817104859144385
"[1.0,2.0,1.0]",1,14.238615979961597
"[1.0,1.0,2.0]",3,14.248882098439292
"[1.0,1.0,3.0]",12,14.367262810594116
"[108.0,108.0,324.0]",108,74.06862352892547
"[108.0,216.0,58.0]",108,54.25573021287211
"[36.0,17.0,36.0]",36,23.318156733540214
"[36.0,828.0,1.0]",2,106.85576728027215
"[36.0,720.0,3.0]",72,95.41615258745198
"[72.0,36.0,38.0]",36,29.018292272803947
"[36.0,36.0,72.0]",38,29.634039650979307
"[144.0,36.0,38.0]",108,35.83668594298126
"[108.0,144.0,36.0]",36,43.867103800712776
"[108.0,144.0,36.0]",36,43.867103800712776
"[36.0,108.0,144.0]",720,45.94170167087985
"[144.0,108.0,15.0]",6,40.89818030817352
"[36.0,6.0,144.0]",36,34.91401311581279
"[144.0,24.0,36.0]",342,34.30254939454608
"[36.0,72.0,1.0]",324,25.121134460363415
"[36.0,756.0,85.0]",36,109.01549635652415
"[36.0,36.0,756.0]",720,110.6064467648789
"[180.0,36.0,38.0]",36,39.24588277806991
"[36.0,144.0,724.0]",1,118.49464009305434
"[149.0,108.0,1.0]",72,39.71434989843496
"[1.0,72.0,149.0]",36,39.326982936274504
"[72.0,36.0,36.0]",42,28.7815308484943
"[1.0,108.0,72.0]",72,34.10379347272966
"[36.0,72.0,1.0]",720,25.121134460363415
"[760.0,108.0,29.0]",36,100.89065612319136
"[36.0,36.0,27.0]",252,24.30690760401223
"[54.0,60.0,36.0]",1476,29.67168267920104
"[1476.0,54.0,60.0]",154,166.52740719485595
"[27.0,37.0,154.0]",36,38.59707343257983
"[36.0,9.0,36.0]",64,22.45323998412319
"[87.0,190.0,64.0]",2,50.166336896394014
"[108.0,36.0,2.0]",130,28.165783470318942
"[4.0,130.0,108.0]",51,41.02811990745753
"[5.0,1.0,14.0]",17,16.048250292640365
"[1.0,6.0,5.0]",1,15.144597203289404
"[1.0,1.0,1.0]",1,14.130501386284468
"[1.0,24.0,1.0]",1,16.617137040858413
"[1.0,1.0,1.0]",1,14.130501386284468
"[6.0,4.0,24.0]",4,17.651101107305784
"[1.0,1.0,24.0]",2,16.85325776584542
"[2.0,1.0,1.0]",3,14.225201298370266
"[2.0,2.0,1.0]",1,14.333315892047393
"[1.0,1.0,2.0]",13,14.248882098439292
"[6.0,1.0,96.0]",1,25.850168601421725
"[1.0,4.0,1.0]",1,14.454845167315852
"[1.0,1.0,24.0]",1,16.85325776584542
"[1.0,2.0,24.0]",8,16.96137235952255
"[24.0,1.0,2.0]",1,16.4269800764126
"[25.0,1.0,2.0]",1,16.521679988498395
"[1.0,2.0,1.0]",6,14.238615979961597
"[6.0,1.0,2.0]",1,14.722381658868272
"[1.0,1.0,1.0]",6,14.130501386284468
"[3.0,1.0,6.0]",1,14.91180477123018
"[1.0,1.0,3.0]",5,14.367262810594116
"[2.0,1.0,5.0]",1,14.69872414698956
"[1.0,24.0,1.0]",3,16.617137040858413
"[3.0,1.0,24.0]",2,17.04265759001701
"[1.0,11.0,1.0]",1,15.211647323055749
"[2.0,1.0,1.0]",2,14.225201298370266
"[1.0,1.0,2.0]",1,14.248882098439292
"[8.0,1.0,3.0]",1,15.030162195194688
"[1.0,1.0,8.0]",6,14.959166371368237
"[6.0,1.0,1.0]",1,14.604000946713448
"[3.0,1.0,1.0]",1,14.319901210456061
"[4.0,1.0,1.0]",1,14.414601122541857
"[1.0,1.0,4.0]",25,14.48564352274894
"[25.0,1.0,1.0]",10,16.40329927634357
"[2.0,1.0,50.0]",1,20.02585619395664
"[1.0,2.0,5.0]",29,14.712138828580892
"[25.0,3.0,1.0]",1,16.61952846369783
"[1.0,1.0,25.0]",25,16.971638478000244
"[25.0,1.0,1.0]",2,16.40329927634357
"[25.0,29.0,1.0]",25,19.430507899303155
"[25.0,25.0,29.0]",24,22.312709464929714
"[24.0,25.0,25.0]",2,21.744486704224624
"[75.0,1.0,25.0]",2,23.979431972349147
"[100.0,1.0,1.0]",50,23.50579268277827
"[50.0,100.0,1.0]",2,29.47414185252414
"[24.0,1.0,25.0]",1,19.149736455973553
"[26.0,25.0,1.0]",1,19.09274943668044
"[72.0,216.0,72.0]",216,52.503863347951
"[72.0,216.0,72.0]",144,52.503863347951
"[72.0,144.0,144.0]",72,53.24302387834511
"[1.0,1.0,1.0]",6,14.130501386284468
"[6.0,1.0,1.0]",3,14.604000946713448
"[12.0,6.0,1.0]",6,15.712773387613865
"[4.0,2.0,1.0]",1,14.522715716218984
"[2.0,1.0,4.0]",6,14.580343434834736
"[6.0,1.0,6.0]",6,15.195904507487569
"[5.0,6.0,6.0]",2,15.641777563787413
"[24.0,1.0,12.0]",24,17.61078719796084
"[3206.0,1.0,24.0]",1,320.3664760008215
"[1.0,6.0,2.0]",12,14.789455066824932
"[60.0,3.0,3.0]",6,20.170786811010334
"[2.0,6.0,1.0]",6,14.765774266755905
"[6.0,1.0,6.0]",6,15.195904507487569
"[6.0,12.0,6.0]",12,16.385165037935977
"[6.0,6.0,6.0]",1,15.736477475873208
"[12.0,1.0,294.0]",2,49.857749080591645
"[2.0,12.0,1.0]",1,15.414461828818672
"[6.0,1.0,2.0]",48,14.722381658868272
"[2.0,1.0,3.0]",1,14.461962722679912
"[6.0,2.0,1.0]",1,14.712115540390577
"[4.0,1.0,6.0]",11,15.006504683315976
"[1.0,2.0,11.0]",2,15.422423101509835
"[8.0,6.0,11.0]",7,16.51778086081892
"[7.0,18.0,2.0]",7,16.655029663465243
"[8.0,7.0,7.0]",1,16.152372605876753
"[1.0,12.0,6.0]",10,15.911665477506997
"[1.0,1.0,10.0]",5,15.195927795677884
"[2.0,1.0,1.0]",4,14.225201298370266
"[1.0,2.0,1.0]",2,14.238615979961597
"[2.0,1.0,2.0]",1,14.343582010525088
"[6.0,1.0,2.0]",2,14.722381658868272
"[2.0,2.0,3.0]",1,14.570077316357041
"[1.0,1.0,2.0]",1,14.248882098439292
"[1.0,4.0,2.0]",20,14.573225879470677
"[1.0,3.0,20.0]",1,16.59596410458038
"[1.0,1.0,3.0]",3,14.367262810594116
"[1.0,1.0,1.0]",3,14.130501386284468
"[20.0,1.0,2.0]",1,16.048180428069415
"[1.0,2.0,3.0]",1,14.475377404271244
"[2.0,1.0,1.0]",2,14.225201298370266
"[1.0,1.0,1.0]",5,14.130501386284468
"[2.0,5.0,1.0]",2,14.657659673078777
"[1.0,2.0,4.0]",1,14.593758116426068
"[2.0,1.0,1.0]",3,14.225201298370266
"[1.0,1.0,1.0]",3,14.130501386284468
"[2.0,11.0,3.0]",3,15.543108659451192
"[3.0,2.0,11.0]",2,15.611822925681428
"[1.0,6.0,2.0]",1,14.789455066824932
"[1.0,1.0,6.0]",1,14.722404947058589
"[3.0,1.0,1.0]",3,14.319901210456061
"[1.0,1.0,1.0]",12,14.130501386284468
"[3.0,1.0,12.0]",1,15.622089044159125
"[1.0,1.0,1.0]",2,14.130501386284468
"[4.0,2.0,1.0]",2,14.522715716218984
"[4.0,2.0,1.0]",6,14.522715716218984
"[1.0,1.0,1.0]",26,14.130501386284468
"[1.0,3.0,1.0]",6,14.346730573638725
"[1.0,6.0,1.0]",1,14.67107435467011
"[3.0,1.0,1.0]",2,14.319901210456061
"[1.0,2.0,1.0]",4,14.238615979961597
"[10.0,4.0,1.0]",2,15.307144376088017
"[5.0,3.0,6.0]",14,15.317433782756028
"[1.0,3.0,12.0]",3,15.648918407341789
"[1.0,1.0,3.0]",14,14.367262810594116
"[1.0,14.0,1.0]",2,15.535991104087133
"[12.0,2.0,3.0]",1,15.517076437215
"[1.0,12.0,2.0]",2,15.4381426288877
"[2.0,1.0,12.0]",1,15.527389132073328
"[1.0,1.0,2.0]",12,14.248882098439292
"[3.0,1.0,6.0]",2,14.91180477123018
"[1.0,2.0,1.0]",1,14.238615979961597
"[7.0,1.0,5.0]",1,15.17222370741854
"[3.0,4.0,6.0]",2,15.236148552261565
"[1.0,1.0,2.0]",4,14.248882098439292
"[1.0,2.0,2.0]",2,14.356996692116422
